CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,AGE,EMPLOYMENT_YEARS
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,1,0,297000.0,0,4,3,4,1,0,0,0,8,1.0,0,42,8.860273972602739
0,0,0,0,157500.0,0,1,1,1,1,0,1,0,6,2.0,0,37,13.276712328767124
0,0,0,0,157500.0,0,1,1,1,1,0,1,0,6,2.0,0,37,13.276712328767124
0,0,0,0,157500.0,0,1,1,1,1,0,1,0,6,2.0,0,37,13.276712328767124
0,0,0,0,157500.0,0,1,1,1,1,0,1,0,6,2.0,0,37,13.276712328767124
0,0,0,0,157500.0,0,1,1,1,1,0,1,0,6,2.0,0,37,13.276712328767124
1,0,1,0,135000.0,4,4,1,1,1,1,1,0,4,2.0,0,42,3.8575342465753426
1,0,1,0,135000.0,4,4,1,1,1,1,1,0,4,2.0,0,42,3.8575342465753426
1,0,1,0,135000.0,4,4,1,1,1,1,1,0,4,2.0,0,42,3.8575342465753426
1,0,1,0,135000.0,4,4,1,1,1,1,1,0,4,2.0,0,42,3.8575342465753426
1,0,1,1,225000.0,4,4,1,1,1,0,0,0,17,3.0,0,28,7.693150684931507
1,0,1,1,225000.0,4,4,1,1,1,0,0,0,17,3.0,0,28,7.693150684931507
1,0,1,1,225000.0,4,4,1,1,1,0,0,0,17,3.0,0,28,7.693150684931507
1,0,1,1,225000.0,4,4,1,1,1,0,0,0,17,3.0,0,28,7.693150684931507
0,1,1,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,48,4.69041095890411
0,1,1,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,48,4.69041095890411
0,1,1,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,48,4.69041095890411
0,1,1,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,48,4.69041095890411
0,1,1,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,48,4.69041095890411
0,1,1,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,48,4.69041095890411
0,1,1,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,48,4.69041095890411
0,1,1,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,48,4.69041095890411
1,0,1,0,157500.0,4,4,1,1,1,0,1,0,17,2.0,0,43,2.4356164383561643
1,0,1,0,157500.0,4,4,1,1,1,0,1,0,17,2.0,0,43,2.4356164383561643
1,0,1,0,157500.0,4,4,1,1,1,0,1,0,17,2.0,0,43,2.4356164383561643
1,0,1,0,157500.0,4,4,1,1,1,0,1,0,17,2.0,0,43,2.4356164383561643
0,0,1,0,112500.0,1,4,1,1,1,0,0,0,17,2.0,0,61,5.457534246575342
0,0,1,0,112500.0,1,4,1,1,1,0,0,0,17,2.0,0,61,5.457534246575342
0,0,1,0,112500.0,1,4,1,1,1,0,0,0,17,2.0,0,61,5.457534246575342
0,0,1,0,112500.0,1,4,1,1,1,0,0,0,17,2.0,0,61,5.457534246575342
0,0,1,0,112500.0,1,4,1,1,1,0,0,0,17,2.0,0,61,5.457534246575342
0,0,1,0,112500.0,1,4,1,1,1,0,0,0,17,2.0,0,61,5.457534246575342
0,0,1,0,112500.0,1,4,1,1,1,0,0,0,17,2.0,0,61,5.457534246575342
1,1,1,0,112500.0,2,4,1,1,1,0,1,0,4,2.0,0,57,6.523287671232877
1,1,1,0,112500.0,2,4,1,1,1,0,1,0,4,2.0,0,57,6.523287671232877
1,1,1,0,112500.0,2,4,1,1,1,0,1,0,4,2.0,0,57,6.523287671232877
1,1,1,0,112500.0,2,4,1,1,1,0,1,0,4,2.0,0,57,6.523287671232877
1,1,1,0,112500.0,2,4,1,1,1,0,1,0,4,2.0,0,57,6.523287671232877
1,1,1,0,112500.0,2,4,1,1,1,0,1,0,4,2.0,0,57,6.523287671232877
0,1,1,0,270000.0,4,4,2,1,1,1,1,0,1,1.0,0,45,3.271232876712329
0,1,1,0,270000.0,4,4,2,1,1,1,1,0,1,1.0,0,45,3.271232876712329
0,1,1,0,270000.0,4,4,2,1,1,1,1,0,1,1.0,0,45,3.271232876712329
0,1,1,0,270000.0,4,4,2,1,1,1,1,0,1,1.0,0,45,3.271232876712329
0,1,1,0,270000.0,4,4,2,1,1,1,1,0,1,1.0,0,45,3.271232876712329
0,1,1,0,270000.0,4,4,2,1,1,1,1,0,1,1.0,0,45,3.271232876712329
0,1,1,0,270000.0,4,1,1,1,1,0,0,1,10,2.0,0,29,2.2684931506849315
0,1,1,0,270000.0,4,1,1,1,1,0,0,1,10,2.0,0,29,2.2684931506849315
1,1,1,0,157500.0,4,4,1,1,1,0,0,0,4,2.0,0,27,2.2684931506849315
1,0,1,0,166500.0,4,4,1,1,1,1,1,0,8,2.0,0,51,17.194520547945206
1,0,1,0,166500.0,4,4,1,1,1,1,1,0,8,2.0,0,51,17.194520547945206
1,0,1,0,166500.0,4,4,1,1,1,1,1,0,8,2.0,0,51,17.194520547945206
1,0,1,0,166500.0,4,4,1,1,1,1,1,0,8,2.0,0,51,17.194520547945206
1,0,1,0,166500.0,4,4,1,1,1,1,1,0,8,2.0,0,51,17.194520547945206
1,0,1,0,166500.0,4,4,1,1,1,1,1,0,8,2.0,0,51,17.194520547945206
1,0,1,0,166500.0,4,4,1,1,1,1,1,0,8,2.0,0,51,17.194520547945206
1,0,1,0,166500.0,4,4,1,1,1,1,1,0,8,2.0,0,51,17.194520547945206
1,0,1,0,166500.0,4,4,1,1,1,1,1,0,8,2.0,0,51,17.194520547945206
1,0,1,0,166500.0,4,4,1,1,1,1,1,0,8,2.0,0,51,17.194520547945206
0,0,1,2,216000.0,2,1,1,1,1,0,0,1,17,4.0,0,42,8.526027397260274
0,0,1,2,216000.0,2,1,1,1,1,0,0,1,17,4.0,0,42,8.526027397260274
0,0,1,2,216000.0,2,1,1,1,1,0,0,1,17,4.0,0,42,8.526027397260274
0,0,1,2,216000.0,2,1,1,1,1,0,0,1,17,4.0,0,42,8.526027397260274
0,0,1,2,216000.0,2,1,1,1,1,0,0,1,17,4.0,0,42,8.526027397260274
0,0,1,2,216000.0,2,1,1,1,1,0,0,1,17,4.0,0,42,8.526027397260274
0,0,1,2,216000.0,2,1,1,1,1,0,0,1,17,4.0,0,42,8.526027397260274
0,0,1,2,216000.0,2,1,1,1,1,0,0,1,17,4.0,0,42,8.526027397260274
0,1,1,0,270000.0,0,4,1,1,1,0,0,1,8,2.0,0,54,29.706849315068492
0,1,1,0,270000.0,0,4,1,1,1,0,0,1,8,2.0,0,54,29.706849315068492
0,1,1,0,225000.0,0,4,1,1,1,0,0,0,8,2.0,0,39,7.608219178082192
0,1,1,0,225000.0,0,4,1,1,1,0,0,0,8,2.0,0,39,7.608219178082192
0,0,1,0,315000.0,4,4,3,1,1,0,0,0,0,1.0,0,28,3.271232876712329
0,0,1,0,315000.0,4,4,3,1,1,0,0,0,0,1.0,0,28,3.271232876712329
0,0,0,0,255150.0,1,2,0,4,1,0,0,0,17,2.0,0,51,5.457534246575342
0,0,0,0,255150.0,1,2,0,4,1,0,0,0,17,2.0,0,51,5.457534246575342
0,0,0,0,255150.0,1,2,0,4,1,0,0,0,17,2.0,0,51,5.457534246575342
0,0,0,0,255150.0,1,2,0,4,1,0,0,0,17,2.0,0,51,5.457534246575342
0,0,0,0,255150.0,1,2,0,4,1,0,0,0,17,2.0,0,51,5.457534246575342
0,0,0,0,255150.0,1,2,0,4,1,0,0,0,17,2.0,0,51,5.457534246575342
0,0,1,2,157500.0,4,4,3,1,1,0,0,0,3,3.0,0,39,1.5205479452054795
0,0,1,2,157500.0,4,4,3,1,1,0,0,0,3,3.0,0,39,1.5205479452054795
0,0,1,0,148500.0,4,1,1,1,1,0,0,0,3,2.0,0,48,2.4356164383561643
0,0,1,0,148500.0,4,1,1,1,1,0,0,0,3,2.0,0,48,2.4356164383561643
0,0,1,0,148500.0,4,1,1,1,1,0,0,0,3,2.0,0,48,2.4356164383561643
0,0,1,0,148500.0,4,1,1,1,1,0,0,0,3,2.0,0,48,2.4356164383561643
0,0,1,0,148500.0,4,1,1,1,1,0,0,0,3,2.0,0,48,2.4356164383561643
0,0,1,0,148500.0,4,1,1,1,1,0,0,0,3,2.0,0,48,2.4356164383561643
0,0,1,2,202500.0,4,1,1,1,1,0,0,1,3,4.0,0,30,6.271232876712329
0,0,1,2,202500.0,4,1,1,1,1,0,0,1,3,4.0,0,30,6.271232876712329
0,0,1,2,202500.0,4,1,1,1,1,0,0,1,3,4.0,0,30,6.271232876712329
0,0,1,2,202500.0,4,1,1,1,1,0,0,1,3,4.0,0,30,6.271232876712329
0,0,1,2,202500.0,4,1,1,1,1,0,0,1,3,4.0,0,30,6.271232876712329
1,0,1,0,202500.0,4,4,3,1,1,1,0,0,4,1.0,0,24,2.4356164383561643
1,0,1,0,202500.0,4,4,3,1,1,1,0,0,4,1.0,0,24,2.4356164383561643
0,1,1,0,112500.0,0,4,3,1,1,0,1,1,12,1.0,0,20,2.1835616438356165
0,0,1,0,94500.0,1,1,1,1,1,0,1,0,17,2.0,0,61,5.457534246575342
1,1,1,0,315000.0,4,4,0,1,1,0,0,0,14,2.0,0,28,5.69041095890411
1,1,1,0,315000.0,4,4,0,1,1,0,0,0,14,2.0,0,28,5.69041095890411
1,1,1,0,315000.0,4,4,0,1,1,0,0,0,14,2.0,0,28,5.69041095890411
1,1,1,0,315000.0,4,4,0,1,1,0,0,0,14,2.0,0,28,5.69041095890411
1,1,1,0,315000.0,4,4,0,1,1,0,0,0,14,2.0,0,28,5.69041095890411
1,1,1,0,315000.0,4,4,0,1,1,0,0,0,14,2.0,0,28,5.69041095890411
1,1,1,0,315000.0,4,4,0,1,1,0,0,0,14,2.0,0,28,5.69041095890411
1,1,1,0,315000.0,4,4,0,1,1,0,0,0,14,2.0,0,28,5.69041095890411
1,1,1,0,315000.0,4,4,0,1,1,0,0,0,14,2.0,0,28,5.69041095890411
0,1,1,0,270000.0,0,2,0,2,1,0,1,1,6,2.0,0,28,8.693150684931506
0,1,1,0,270000.0,0,2,0,2,1,0,1,1,6,2.0,0,28,8.693150684931506
0,1,1,1,450000.0,2,1,1,1,1,0,1,1,3,3.0,0,48,1.9397260273972603
0,1,1,1,450000.0,2,1,1,1,1,0,1,1,3,3.0,0,48,1.9397260273972603
1,0,1,1,180000.0,4,4,1,5,1,0,0,0,4,3.0,0,38,3.5232876712328767
0,0,1,0,112500.0,4,1,0,1,1,0,0,1,8,2.0,0,27,8.693150684931506
0,0,1,0,112500.0,4,1,0,1,1,0,0,1,8,2.0,0,27,8.693150684931506
0,0,1,0,112500.0,4,1,0,1,1,0,0,1,8,2.0,0,27,8.693150684931506
1,0,1,0,90000.0,4,4,1,1,1,0,0,0,4,2.0,0,56,15.698630136986301
1,0,1,0,90000.0,4,4,1,1,1,0,0,0,4,2.0,0,56,15.698630136986301
1,1,0,2,202500.0,0,1,1,1,1,0,0,0,8,4.0,0,40,8.189041095890412
1,1,0,2,202500.0,0,1,1,1,1,0,0,0,8,4.0,0,40,8.189041095890412
1,1,1,0,247500.0,4,4,1,1,1,0,0,0,4,2.0,0,34,11.027397260273972
1,1,1,1,765000.0,4,1,1,1,1,1,0,0,10,3.0,0,33,3.271232876712329
1,1,1,1,765000.0,4,1,1,1,1,1,0,0,10,3.0,0,33,3.271232876712329
1,1,1,1,765000.0,4,1,1,1,1,1,0,0,10,3.0,0,33,3.271232876712329
0,0,1,1,270000.0,0,4,1,1,1,0,0,1,0,3.0,0,37,12.03013698630137
0,0,1,1,270000.0,0,4,1,1,1,0,0,1,0,3.0,0,37,12.03013698630137
0,0,1,1,270000.0,0,4,1,1,1,0,0,1,0,3.0,0,37,12.03013698630137
0,0,1,0,315000.0,4,1,2,1,1,0,0,0,10,1.0,0,36,1.5205479452054795
0,0,1,0,315000.0,4,1,2,1,1,0,0,0,10,1.0,0,36,1.5205479452054795
1,1,1,2,157500.0,4,4,1,5,1,0,1,0,4,4.0,0,35,11.112328767123287
1,1,1,2,157500.0,4,4,1,5,1,0,1,0,4,4.0,0,35,11.112328767123287
1,1,1,2,157500.0,4,4,1,5,1,0,1,0,4,4.0,0,35,11.112328767123287
1,1,1,2,157500.0,4,4,1,5,1,0,1,0,4,4.0,0,35,11.112328767123287
1,1,1,2,157500.0,4,4,1,5,1,0,1,0,4,4.0,0,35,11.112328767123287
1,0,1,0,360000.0,0,4,1,1,1,0,0,0,16,2.0,0,41,7.526027397260274
1,0,1,0,360000.0,0,4,1,1,1,0,0,0,16,2.0,0,41,7.526027397260274
0,0,1,0,112500.0,0,1,1,1,1,0,0,1,6,2.0,0,24,0.8547945205479452
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
0,0,0,0,157500.0,0,1,2,5,1,0,0,0,17,1.0,0,43,1.1835616438356165
1,0,1,0,382500.0,1,4,4,1,1,0,0,0,17,1.0,0,59,5.457534246575342
1,0,1,0,382500.0,1,4,4,1,1,0,0,0,17,1.0,0,59,5.457534246575342
1,0,1,0,382500.0,1,4,4,1,1,0,0,0,17,1.0,0,59,5.457534246575342
1,0,1,0,382500.0,1,4,4,1,1,0,0,0,17,1.0,0,59,5.457534246575342
1,0,1,0,382500.0,1,4,4,1,1,0,0,0,17,1.0,0,59,5.457534246575342
1,0,1,0,382500.0,1,4,4,1,1,0,0,0,17,1.0,0,59,5.457534246575342
1,0,1,0,382500.0,1,4,4,1,1,0,0,0,17,1.0,0,59,5.457534246575342
1,0,1,0,382500.0,1,4,4,1,1,0,0,0,17,1.0,0,59,5.457534246575342
0,0,0,0,135000.0,4,4,0,1,1,1,1,0,10,2.0,0,26,4.273972602739726
0,0,0,0,135000.0,4,4,0,1,1,1,1,0,10,2.0,0,26,4.273972602739726
1,1,0,0,225000.0,1,4,0,1,1,0,0,0,17,2.0,0,50,5.457534246575342
1,1,0,0,225000.0,1,4,0,1,1,0,0,0,17,2.0,0,50,5.457534246575342
1,1,0,0,315000.0,4,1,1,1,1,1,1,0,10,2.0,0,43,10.191780821917808
1,1,0,0,315000.0,4,1,1,1,1,1,1,0,10,2.0,0,43,10.191780821917808
1,1,0,0,315000.0,4,1,1,1,1,1,1,0,10,2.0,0,43,10.191780821917808
1,1,0,0,315000.0,4,1,1,1,1,1,1,0,10,2.0,0,43,10.191780821917808
1,1,0,0,315000.0,4,1,1,1,1,1,1,0,10,2.0,0,43,10.191780821917808
